Camera, rx, ry, rtheta0,63900,63900,63900,1704838867.252323
0,63900,63900,63900,1704838867.574849
0,63900,63900,63900,1704838867.642543
0,63900,63900,63900,1704838867.695664
0,63900,63900,63900,1704838867.742898
0,63900,63900,63900,1704838867.844646
0,63900,63900,63900,1704838867.900039
0,63900,63900,63900,1704838867.943821
0,63900,63900,63900,1704838868.001352
0,63900,63900,63900,1704838868.050638
0,63900,63900,63900,1704838868.104163
0,63900,63900,63900,1704838868.152958
0,63900,63900,63900,1704838868.199223
0,63900,63900,63900,1704838868.247872
0,63900,63900,63900,1704838868.298879
0,63900,63900,63900,1704838868.348568
0,63900,63900,63900,1704838868.417771
0,63900,63900,63900,1704838868.466205
0,63900,63900,63900,1704838868.517025
0,63900,63900,63900,1704838868.566195
0,63900,63900,63900,1704838868.615325
0,63900,63900,63900,1704838868.662903
0,63900,63900,63900,1704838868.715987
0,63900,63900,63900,1704838868.763517
0,63900,63900,63900,1704838868.814967
0,63900,63900,63900,1704838868.86429
0,63900,63900,63900,1704838868.914301
0,63900,63900,63900,1704838868.964095
0,63900,63900,63900,1704838869.001204
0,63900,63900,63900,1704838869.066153
0,63900,63900,63900,1704838869.116682
0,63900,63900,63900,1704838869.166426
0,63900,63900,63900,1704838869.218427
0,63900,63900,63900,1704838869.26161
0,63900,63900,63900,1704838869.300514
0,63900,63900,63900,1704838869.369754
0,63900,63900,63900,1704838869.419512
0,63900,63900,63900,1704838869.467742
0,63900,63900,63900,1704838869.500161
0,63900,63900,63900,1704838869.548183
0,63900,63900,63900,1704838869.599684
0,63900,63900,63900,1704838869.646569
0,63900,63900,63900,1704838869.699541
0,63900,63900,63900,1704838869.747006
0,63900,63900,63900,1704838869.805609
0,63900,63900,63900,1704838869.848001
0,63900,63900,63900,1704838869.8946
0,63900,63900,63900,1704838869.947491
0,63900,63900,63900,1704838869.995183
0,63900,63900,63900,1704838870.047259
0,63900,63900,63900,1704838870.097195
0,63900,63900,63900,1704838870.147475
0,63900,63900,63900,1704838870.195199
0,63900,63900,63900,1704838870.246819
0,63900,63900,63900,1704838870.295711
0,63900,63900,63900,1704838870.346498
0,63900,63900,63900,1704838870.395424
0,63900,63900,63900,1704838870.446908
0,63900,63900,63900,1704838870.496313
0,63900,63900,63900,1704838870.548321
0,63900,63900,63900,1704838870.596205
0,63900,63900,63900,1704838870.665465
0,63900,63900,63900,1704838870.713356
0,63900,63900,63900,1704838870.766903
0,63900,63900,63900,1704838870.813684
0,63900,63900,63900,1704838870.864115
0,63900,63900,63900,1704838870.894094
0,63900,63900,63900,1704838870.947893
0,63900,63900,63900,1704838870.99504
0,63900,63900,63900,1704838871.054748
0,63900,63900,63900,1704838871.105521
0,63900,63900,63900,1704838871.149086
0,63900,63900,63900,1704838871.211092
0,63900,63900,63900,1704838871.246914
0,63900,63900,63900,1704838871.294714
0,63900,63900,63900,1704838871.346194
0,63900,63900,63900,1704838871.394522
0,63900,63900,63900,1704838871.447129
0,63900,63900,63900,1704838871.495238
0,63900,63900,63900,1704838871.549407
0,63900,63900,63900,1704838871.600003
0,63900,63900,63900,1704838871.667694
0,63900,63900,63900,1704838871.696875
0,63900,63900,63900,1704838871.765945
0,63900,63900,63900,1704838871.814538
0,63900,63900,63900,1704838871.851824
0,63900,63900,63900,1704838871.895058
0,63900,63900,63900,1704838871.968428
0,63900,63900,63900,1704838872.013391
0,63900,63900,63900,1704838872.048131
0,63900,63900,63900,1704838872.096375
0,63900,63900,63900,1704838872.16715
0,63900,63900,63900,1704838872.214339
0,63900,63900,63900,1704838872.265267
0,63900,63900,63900,1704838872.297575
0,63900,63900,63900,1704838872.372783
0,63900,63900,63900,1704838872.417351
0,63900,63900,63900,1704838872.447187
0,63900,63900,63900,1704838872.497539
0,63900,63900,63900,1704838872.563811
0,63900,63900,63900,1704838872.612637
0,63900,63900,63900,1704838872.663316
0,63900,63900,63900,1704838872.713216
0,63900,63900,63900,1704838872.763491
0,63900,63900,63900,1704838872.812821
0,63900,63900,63900,1704838872.866289
0,63900,63900,63900,1704838872.919718
0,63900,63900,63900,1704838872.968615
0,63900,63900,63900,1704838872.996563
0,63900,63900,63900,1704838873.050035
0,63900,63900,63900,1704838873.096699
0,63900,63900,63900,1704838873.169455
0,63900,63900,63900,1704838873.21813
0,63900,63900,63900,1704838873.270746
0,63900,63900,63900,1704838873.320504
0,63900,63900,63900,1704838873.350753
0,63900,63900,63900,1704838873.39844
0,63900,63900,63900,1704838873.471485
0,63900,63900,63900,1704838873.519352
0,63900,63900,63900,1704838873.563065
0,63900,63900,63900,1704838873.596435
0,63900,63900,63900,1704838873.673281
0,63900,63900,63900,1704838873.720836
0,63900,63900,63900,1704838873.746899
0,63900,63900,63900,1704838873.794897
0,63900,63900,63900,1704838873.847456
0,63900,63900,63900,1704838873.894367
0,63900,63900,63900,1704838873.947325
0,63900,63900,63900,1704838873.994662
0,63900,63900,63900,1704838874.0429
0,63900,63900,63900,1704838874.09398
0,63900,63900,63900,1704838874.142574
0,63900,63900,63900,1704838874.194782
0,63900,63900,63900,1704838874.242202
0,63900,63900,63900,1704838874.31713
0,63900,63900,63900,1704838874.363921
0,63900,63900,63900,1704838874.415621
0,63900,63900,63900,1704838874.46463
0,63900,63900,63900,1704838874.494998
0,63900,63900,63900,1704838874.543628
0,63900,63900,63900,1704838874.595418
0,63900,63900,63900,1704838874.661428
0,63900,63900,63900,1704838874.713332
0,63900,63900,63900,1704838874.763792
0,63900,63900,63900,1704838874.809884
0,63900,63900,63900,1704838874.844351
0,63900,63900,63900,1704838874.8952
0,63900,63900,63900,1704838874.962978
0,63900,63900,63900,1704838875.013856
0,63900,63900,63900,1704838875.063045
0,63900,63900,63900,1704838875.117618
0,63900,63900,63900,1704838875.164351
0,63900,63900,63900,1704838875.196026
0,63900,63900,63900,1704838875.24442
0,63900,63900,63900,1704838875.296878
0,63900,63900,63900,1704838875.346445
0,63900,63900,63900,1704838875.396727
0,63900,63900,63900,1704838875.445043
0,63900,63900,63900,1704838875.495215
0,63900,63900,63900,1704838875.561534
0,63900,63900,63900,1704838875.596369
0,63900,63900,63900,1704838875.658921
0,63900,63900,63900,1704838875.716901
0,63900,63900,63900,1704838875.765278
0,63900,63900,63900,1704838875.79643
0,63900,63900,63900,1704838875.844877
0,63900,63900,63900,1704838875.897261
0,63900,63900,63900,1704838875.947868
0,63900,63900,63900,1704838875.997947
0,63900,63900,63900,1704838876.045176
0,63900,63900,63900,1704838876.099157
0,63900,63900,63900,1704838876.146378
0,63900,63900,63900,1704838876.198721
0,63900,63900,63900,1704838876.246878
0,63900,63900,63900,1704838876.298895
0,63900,63900,63900,1704838876.346667
0,63900,63900,63900,1704838876.399184
0,63900,63900,63900,1704838876.446309
0,63900,63900,63900,1704838876.499112
0,63900,63900,63900,1704838876.545106
0,63900,63900,63900,1704838876.596649
0,63900,63900,63900,1704838876.644562
0,63900,63900,63900,1704838876.695925
0,63900,63900,63900,1704838876.745643
0,63900,63900,63900,1704838876.800071
0,63900,63900,63900,1704838876.844673
